12,72,0,1,148,233
16,94,1,3,167,281
2,12,2,0,45,61
13,33,0,1,83,130
4,1,0,1,36,42
1,1,0,0,3,5
34,99,0,2,187,322
0,0,0,1,21,22
25,107,0,1,172,305
38,106,2,2,200,348
3,9,3,3,12,30
9,18,6,4,30,67
3,2,3,3,8,19
10,7,3,5,12,37
6,0,4,4,9,23
1,1,3,1,3,9
22,34,6,6,52,120
2,0,3,3,8,16
29,39,3,5,47,123
29,43,3,6,62,143
32,66,1,4,116,219
40,68,1,5,119,233
0,16,0,2,59,77
32,13,1,4,52,102
10,3,4,4,30,51
1,1,2,2,3,9
54,100,3,9,180,346
0,0,0,2,27,29
53,105,2,6,177,343
53,108,3,9,194,367
50,84,20,35,131,320
53,82,20,29,142,326
1,5,1,22,26,55
41,31,16,32,64,184
24,0,22,37,34,117
1,1,7,21,3,33
48,80,21,36,135,320
2,1,4,22,35,64
62,101,26,42,195,426
55,97,23,38,205,418
37,72,0,1,73,183
55,100,0,3,110,268
0,4,0,2,13,19
19,8,0,3,13,43
5,0,0,0,5,10
0,1,0,0,2,3
49,89,0,2,104,244
0,0,0,2,12,14
55,122,0,3,138,318
52,96,0,2,116,266
32,53,1,3,49,138
49,65,4,3,72,193
1,2,1,2,18,24
3,3,1,3,13,23
12,0,1,3,5,21
1,1,1,2,3,8
39,50,1,2,61,153
1,0,1,2,6,10
46,67,3,3,68,187
43,59,1,2,77,182
130,288,6,15,664,1103
188,413,11,22,890,1524
14,72,6,8,317,417
142,199,5,9,449,804
105,14,8,9,273,409
1,1,6,0,3,11
191,346,5,15,808,1365
2,0,4,3,135,144
247,490,6,13,1231,1987
230,418,7,19,1059,1733
