=== TestCase : algorithm&gsl_cdf_beta_P&bitwuzla&bfs_output/
1, 33.33333333333333 , 4, 1
1, 83.33333333333334 , 11, 7
1, 100.0 , 11, 8
1, 100.0 , 13, 10
3, 100.0 , 13, 14
4, 100.0 , 13, 15
26, 100.0 , 13, 15
26, 100.0 , 13, 15
56, 100.0 , 56, 29
57, 100.0 , 56, 29
57, 100.0 , 56, 29
87, 100.0 , 58, 29
95, 100.0 , 63, 33
104, 100.0 , 63, 33
108, 100.0 , 63, 33
179, 100.0 , 63, 33
180, 100.0 , 63, 33
182, 100.0 , 63, 33
183, 100.0 , 63, 33
186, 100.0 , 63, 33
187, 100.0 , 63, 33
189, 100.0 , 63, 33
223, 100.0 , 63, 33
236, 100.0 , 63, 33
322, 100.0 , 63, 33
481, 100.0 , 63, 33
498, 100.0 , 63, 33
511, 100.0 , 63, 33
523, 100.0 , 63, 33
526, 100.0 , 63, 33
559, 100.0 , 63, 33
570, 100.0 , 63, 33
571, 100.0 , 63, 33
580, 100.0 , 63, 33
582, 100.0 , 63, 33
617, 100.0 , 63, 33
618, 100.0 , 63, 33
687, 100.0 , 63, 33
697, 100.0 , 63, 33
740, 100.0 , 63, 33
808, 100.0 , 63, 33
829, 100.0 , 63, 33
831, 100.0 , 63, 33
865, 100.0 , 63, 33
898, 100.0 , 63, 33
902, 100 , 63, 33
965, 100.0 , 63, 33
1028, 100.0 , 63, 33
1184, 100.0 , 63, 33
1333, 100.0 , 63, 33
2123, 100.0 , 63, 33
2391, 100.0 , 63, 33
2437, 100.0 , 63, 33
2534, 100.0 , 63, 33
2535, 100.0 , 63, 33
2536, 100.0 , 63, 33
2557, 100.0 , 63, 33
2585, 100.0 , 63, 33
2590, 100.0 , 63, 33
2612, 100.0 , 63, 33
2645, 100.0 , 63, 33
2647, 100.0 , 63, 33
2647, 100.0 , 63, 33
2746, 100.0 , 63, 33
2748, 100.0 , 63, 33
2750, 100.0 , 63, 33
2752, 100.0 , 63, 33
2849, 100.0 , 63, 33
2866, 100.0 , 63, 33
2930, 100.0 , 63, 33
2932, 100.0 , 63, 33
2997, 100.0 , 63, 33
3049, 100.0 , 63, 33
3050, 100.0 , 63, 33
3050, 100.0 , 63, 33
3052, 100.0 , 63, 33
3052, 100.0 , 63, 33
3053, 100.0 , 63, 33
3055, 100.0 , 63, 33
3056, 100.0 , 63, 33
3056, 100.0 , 63, 33
3059, 100.0 , 63, 33
3060, 100.0 , 63, 33
3061, 100.0 , 63, 33
3064, 100.0 , 63, 33
3065, 100.0 , 63, 33
3066, 100.0 , 63, 33
3069, 100.0 , 63, 33
3071, 100.0 , 63, 33
3072, 100.0 , 63, 33
3077, 100.0 , 63, 33
3079, 100.0 , 63, 33
3080, 100.0 , 63, 33
3093, 100.0 , 63, 33
3096, 100.0 , 63, 33
3098, 100.0 , 63, 33
3103, 100.0 , 63, 33
3106, 100.0 , 63, 33
3107, 100.0 , 63, 33
3109, 100.0 , 63, 33
3111, 100.0 , 63, 33
3115, 100.0 , 63, 33
3115, 100.0 , 63, 33
3116, 100.0 , 63, 33
3120, 100.0 , 63, 33
3122, 100.0 , 63, 33
3154, 100.0 , 63, 33
3245, 100.0 , 63, 33
3279, 100.0 , 63, 33
3280, 100.0 , 63, 33
3368, 100.0 , 63, 33
3392, 100.0 , 63, 33
3399, 100.0 , 63, 33
3452, 100.0 , 63, 33
3461, 100.0 , 63, 33
3463, 100.0 , 63, 33
3469, 100.0 , 63, 33
3471, 100.0 , 63, 33
3474, 100.0 , 63, 33
3478, 100.0 , 63, 33
3482, 100.0 , 63, 33
3485, 100.0 , 63, 33
3513, 100.0 , 63, 33
3580, 100.0 , 63, 33
3594, 100.0 , 63, 33
3688, 100.0 , 63, 33
=== End
=== TestCase : algorithm&gsl_cdf_beta_P&bitwuzla&dfs_output/
0, 33.33333333333333 , 4, 1
0, 83.33333333333334 , 11, 7
6, 83.33333333333334 , 50, 15
