2647,2519,1476,2353,2232,2472,2804,2178,2749
2520,2510,1487,2284,2271,1761,2573,2205,2630
7180,7221,4605,5684,5361,6620,6788,4585,7111
6923,7078,4744,5659,5273,5316,6485,4517,6972
14244,15070,8745,13273,12997,12907,14996,8463,15887
12671,13592,9021,12498,12734,8217,13503,8401,14952
