842,804,330,669,665,786,851,623,802
784,795,334,656,665,485,809,638,777
2707,2726,1432,1943,1799,2337,2488,1659,2646
2593,2634,1530,1933,1748,1745,2336,1651,2600
4900,5087,2958,4611,4461,4549,5160,2717,5403
4453,4611,3121,4215,4351,2851,4601,2679,5016
